user ID,used buses,used transfer points,waiting time,ride time
0,"[29, 18]","[10, 3, 0]",14.9,23.265
1,[18],"[4, 0]",2.0,12.11
2,[29],"[7, 13]",12.5,24.375
3,"[29, 14]","[7, 0, 19]",19.2,26.649
4,"[29, 18, 24]","[9, 0, 4, 16]",6.5,31.319
5,[19],"[11, 7]",21.0,18.205
6,"[18, 29]","[5, 3, 10]",16.5,18.961
7,"[28, 14]","[2, 4, 14]",11.6,16.767
8,"[29, 28, 24]","[9, 3, 4, 19]",9.1,20.313
9,"[28, 14]","[2, 4, 15]",9.6,13.306
10,-,-,-,-
11,"[29, 18]","[9, 3, 0]",12.4,20.769
12,[19],"[0, 8]",6.0,14.743
13,"[24, 28]","[18, 4, 2]",21.7,16.03
14,[19],"[7, 10]",8.0,17.239
15,[14],"[16, 18]",14.4,12.728
16,"[29, 28, 14]","[12, 3, 4, 15]",17.5,26.517
17,"[24, 28, 29]","[16, 4, 3, 13]",25.5,26.745
18,[24],"[14, 15]",2.0,3.462
19,[24],"[4, 18]",4.0,9.106
20,"[19, 28, 24]","[13, 3, 4, 16]",7.2,23.863
21,"[29, 18, 14]","[13, 3, 4, 19]",19.5,32.14
22,"[18, 19]","[1, 0, 7]",4.0,9.692
23,[24],"[4, 17]",2.0,4.895
24,[18],"[0, 2]",2.0,7.128
25,-,-,-,-
26,"[14, 29]","[15, 0, 7]",10.9,12.462
27,[14],"[15, 19]",18.4,17.574
28,[19],"[9, 12]",2.0,9.106
29,"[19, 28, 14]","[13, 3, 4, 18]",20.8,29.135
30,"[14, 18, 29]","[19, 4, 3, 10]",14.1,22.489
31,[14],"[19, 14]",4.6,17.13
32,"[24, 28, 29]","[19, 4, 3, 8]",24.4,16.852
33,[19],"[9, 10]",2.0,2.496
34,"[14, 28]","[14, 4, 5]",4.0,13.602
35,"[14, 28]","[19, 4, 3]",4.6,12.698
36,[18],"[0, 6]",2.0,14.406
37,[24],"[20, 18]",2.0,5.04
38,"[28, 24]","[2, 4, 16]",10.4,10.651
39,[28],"[1, 4]",15.3,10.385
40,[29],"[13, 12]",2.0,2.769
41,"[18, 14]","[6, 4, 18]",4.0,14.915
42,"[18, 14]","[5, 4, 15]",4.0,12.092
43,"[24, 28, 29]","[16, 4, 3, 12]",6.7,23.863
44,"[18, 14]","[0, 4, 15]",8.2,18.493
45,"[19, 28]","[9, 3, 1]",9.8,14.538
46,"[18, 29]","[2, 3, 10]",12.0,13.252
47,"[14, 28]","[20, 4, 5]",24.6,19.841
48,"[24, 18, 19]","[17, 4, 0, 9]",6.6,32.486
49,[24],"[17, 18]",2.0,4.211
50,"[18, 19]","[0, 3, 9]",14.0,20.769
51,[14],"[14, 20]",2.0,20.373
52,[19],"[3, 12]",2.0,16.673
53,[28],"[4, 2]",2.0,6.923
54,"[28, 29]","[4, 3, 10]",4.2,13.252
55,"[29, 28]","[10, 3, 2]",20.0,13.573
56,"[14, 18]","[14, 4, 5]",4.0,13.602
57,"[28, 29]","[4, 3, 13]",24.9,20.135
58,"[24, 28, 29]","[19, 4, 3, 10]",27.5,22.489
59,"[14, 28]","[16, 4, 6]",7.4,9.643
60,"[24, 28]","[20, 4, 3]",24.1,17.377
61,"[28, 29]","[5, 3, 12]",25.5,22.588
62,"[14, 28, 19]","[17, 4, 3, 7]",26.1,15.485
63,-,-,-,-
64,"[28, 19]","[1, 3, 7]",4.0,14.051
65,"[19, 18, 24]","[7, 3, 4, 20]",27.1,24.629
66,"[24, 28, 29]","[17, 4, 3, 13]",25.8,27.799
67,[19],"[8, 12]",6.0,12.881
68,"[29, 28, 24]","[10, 3, 4, 20]",29.0,27.167
69,-,-,-,-
70,"[19, 28]","[8, 3, 6]",12.0,14.017
71,"[24, 28]","[15, 4, 5]",16.9,12.206
72,"[28, 14]","[3, 4, 18]",4.0,12.462
73,"[28, 29]","[0, 3, 11]",19.8,20.391
74,"[29, 28, 14]","[12, 3, 4, 15]",25.7,26.63
75,"[18, 19]","[2, 0, 7]",14.5,10.589
76,"[28, 24]","[3, 4, 18]",22.3,12.568
77,"[19, 28, 14]","[7, 3, 4, 15]",8.5,17.087
78,[28],"[4, 2]",4.0,6.923
79,"[29, 28, 14]","[11, 3, 4, 14]",25.7,24.383
80,"[29, 28, 14]","[10, 3, 4, 16]",25.1,16.98
81,"[28, 29]","[5, 3, 10]",4.0,15.706
82,"[28, 29]","[5, 3, 13]",24.4,23.162
83,"[28, 29]","[4, 3, 11]",13.5,14.538
84,[29],"[3, 12]",4.0,16.786
85,"[29, 18, 24]","[12, 3, 4, 18]",11.7,29.135
86,[14],"[14, 17]",4.0,12.789
87,"[14, 28]","[20, 4, 2]",9.3,21.055
88,[18],"[1, 6]",4.0,12.632
89,"[14, 18, 29]","[19, 4, 3, 10]",28.0,22.489
